iri	label	definition	definitionXrefs	superClasses	part_of
http://purl.obolibrary.org/obo/NCBITaxon_559551	Taonius pavo			Taonius	
http://purl.obolibrary.org/obo/NCBITaxon_559552	Ancistroteuthis			Onychoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_559553	Ancistroteuthis lichtensteinii			Ancistroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_559555	Lolliguncula diomedeae			Lolliguncula	
http://purl.obolibrary.org/obo/NCBITaxon_559556	Mesonychoteuthis			Cranchiidae	
http://purl.obolibrary.org/obo/NCBITaxon_559557	Mesonychoteuthis hamiltoni			Mesonychoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_559558	Selenoteuthis			Lycoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_559559	Selenoteuthis scintillans			Selenoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_562013	Adelieledone adelieana			Adelieledone	
http://purl.obolibrary.org/obo/NCBITaxon_58125	unclassified Cephalopoda			Cephalopoda	
http://purl.obolibrary.org/obo/NCBITaxon_6072	Eumetazoa			Metazoa	
http://purl.obolibrary.org/obo/NCBITaxon_61257	Todarodes sp.			Todarodes	
http://purl.obolibrary.org/obo/NCBITaxon_61675	Abralia sp.			Abralia	
http://purl.obolibrary.org/obo/NCBITaxon_61676	Heteroteuthis hawaiiensis			Heteroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61677	Histioteuthis hoylei			Histioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61678	Octopus tetricus			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_61679	Ommastrephes bartramii			Ommastrephes	
http://purl.obolibrary.org/obo/NCBITaxon_61680	Rossia palpebrosa			Rossia	
http://purl.obolibrary.org/obo/NCBITaxon_61681	Sepia opipara			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_61682	Sepioteuthis australis			Sepioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61683	Ancistrocheiridae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61684	Ancistrocheirus			Ancistrocheiridae	
http://purl.obolibrary.org/obo/NCBITaxon_61685	Ancistrocheirus lesueuri			Ancistrocheirus	
http://purl.obolibrary.org/obo/NCBITaxon_61686	Argonauta			Argonautidae	
http://purl.obolibrary.org/obo/NCBITaxon_61687	Argonauta nodosa			Argonauta	
http://purl.obolibrary.org/obo/NCBITaxon_61688	Cycloteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61689	Discoteuthis			Cycloteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61690	Discoteuthis laciniosa			Discoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61691	Bathyteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61692	Bathyteuthis			Bathyteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61693	Bathyteuthis abyssicola			Bathyteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61694	Chiroteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61695	Chiroteuthis			Chiroteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61696	Chiroteuthis veranyi			Chiroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61697	Chtenopterygidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61698	Chtenopteryx			Chtenopterygidae	
http://purl.obolibrary.org/obo/NCBITaxon_61699	Chtenopteryx sicula			Chtenopteryx	
http://purl.obolibrary.org/obo/NCBITaxon_61700	Cirroteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61701	Cirrothauma			Cirroteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61702	Cirrothauma murrayi			Cirrothauma	
http://purl.obolibrary.org/obo/NCBITaxon_61703	Cranchia			Cranchiidae	
http://purl.obolibrary.org/obo/NCBITaxon_61704	Cranchia scabra			Cranchia	
http://purl.obolibrary.org/obo/NCBITaxon_61705	Cycloteuthis			Cycloteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61706	Cycloteuthis sirventi			Cycloteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61707	Bolitaenidae			Incirrata	
http://purl.obolibrary.org/obo/NCBITaxon_61708	Bolitaena			Bolitaenidae	
http://purl.obolibrary.org/obo/NCBITaxon_61709	Bolitaena pygmaea			Bolitaena	
http://purl.obolibrary.org/obo/NCBITaxon_61710	Gonatidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61711	Gonatus			Gonatidae	
http://purl.obolibrary.org/obo/NCBITaxon_61712	Gonatus berryi			Gonatus	
http://purl.obolibrary.org/obo/NCBITaxon_61713	Graneledone			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_61714	Graneledone verrucosa			Graneledone	
http://purl.obolibrary.org/obo/NCBITaxon_61715	Hapalochlaena			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_61716	Hapalochlaena maculosa			Hapalochlaena	
http://purl.obolibrary.org/obo/NCBITaxon_61717	Japetella			Bolitaenidae	
http://purl.obolibrary.org/obo/NCBITaxon_61718	Japetella diaphana			Japetella	
http://purl.obolibrary.org/obo/NCBITaxon_61719	Joubiniteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61720	Joubiniteuthis			Joubiniteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61721	Joubiniteuthis portieri			Joubiniteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61722	Lepidoteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61723	Lepidoteuthis			Lepidoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61724	Lepidoteuthis grimaldii			Lepidoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61726	Onychoteuthis			Onychoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61727	Onychoteuthis compacta			Onychoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61729	Mastigoteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61730	Mastigoteuthis			Mastigoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61731	Mastigoteuthis magna			Mastigoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61732	Octopoteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61733	Octopoteuthis			Octopoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61734	Octopoteuthis nielseni			Octopoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61735	Pholidoteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61736	Pholidoteuthis			Pholidoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61737	Pholidoteuthis adami			Pholidoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61738	Pyroteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61739	Pyroteuthis			Pyroteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61740	Pyroteuthis addolux			Pyroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61741	Sepioloidea			Sepiolidae	
http://purl.obolibrary.org/obo/NCBITaxon_61742	Sepioloidea lineolata			Sepioloidea	
http://purl.obolibrary.org/obo/NCBITaxon_61743	Cirrata			Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_61744	Stauroteuthidae			Cirrata	
http://purl.obolibrary.org/obo/NCBITaxon_61745	Stauroteuthis			Stauroteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61746	Stauroteuthis syrtensis			Stauroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61747	Stoloteuthis			Sepiolidae	
http://purl.obolibrary.org/obo/NCBITaxon_61748	Stoloteuthis leucoptera			Stoloteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61749	Thysanoteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61750	Thysanoteuthis			Thysanoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61751	Thysanoteuthis rhombus			Thysanoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_61752	Vitreledonellidae			Incirrata	
http://purl.obolibrary.org/obo/NCBITaxon_61753	Vitreledonella			Vitreledonellidae	
http://purl.obolibrary.org/obo/NCBITaxon_61754	Vitreledonella richardi			Vitreledonella	
http://purl.obolibrary.org/obo/NCBITaxon_61755	Gonatus onyx			Gonatus	
http://purl.obolibrary.org/obo/NCBITaxon_61756	Brachioteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_61757	Brachioteuthis			Brachioteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_61758	Brachioteuthis beani			Brachioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_623738	Octopus maya			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_632839	Sepiola sp. nov. DSJG-2009			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_632840	Sepiola pfefferi			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_632851	Benthoctopus rigbyae			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_632852	Benthoctopus thielei			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_633062	Sepia longipes			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_638792	Bathypolypus bairdii			Bathypolypus	
http://purl.obolibrary.org/obo/NCBITaxon_638793	Bathypolypus pugniger			Bathypolypus	
http://purl.obolibrary.org/obo/NCBITaxon_638794	Octopus membranaceus			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_638795	Sepiola rondeletii			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_6447	Mollusca			Protostomia	
http://purl.obolibrary.org/obo/NCBITaxon_644800	Opisthoteuthis calypso			Opisthoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_647924	Benthoctopus sp. A JMS-2009			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_647925	Benthoctopus sp. B JMS-2009			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_647926	Benthoctopus sp. MV JMS-2009			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_647927	Benthoctopus cf. profundorum JMS-2009			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_647928	Benthoctopus profundorum			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_647929	Benthoctopus oregonensis			Benthoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_647930	Vulcanoctopus			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_647931	Vulcanoctopus hydrothermalis			Vulcanoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_653772	Enteroctopus megalocyathus			Enteroctopus	
http://purl.obolibrary.org/obo/NCBITaxon_654507	Bathypolypus salebrosus			Bathypolypus	
http://purl.obolibrary.org/obo/NCBITaxon_654508	Octopodidae gen. JMS-2009			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_6605	Cephalopoda			Mollusca	
http://purl.obolibrary.org/obo/NCBITaxon_6606	Coleoidea			Cephalopoda	
http://purl.obolibrary.org/obo/NCBITaxon_6608	Sepiidae			Sepiina	
http://purl.obolibrary.org/obo/NCBITaxon_6609	Sepia			Sepiidae	
http://purl.obolibrary.org/obo/NCBITaxon_6610	Sepia officinalis			Sepia	
http://purl.obolibrary.org/obo/NCBITaxon_6612	Euprymna			Sepiolidae	
http://purl.obolibrary.org/obo/NCBITaxon_6613	Euprymna scolopes			Euprymna	
http://purl.obolibrary.org/obo/NCBITaxon_6615	Loliginidae			Myopsina	
http://purl.obolibrary.org/obo/NCBITaxon_6616	Loligo			Loliginidae	
http://purl.obolibrary.org/obo/NCBITaxon_6617	Loligo bleekeri			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_6618	Loligo forbesi			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_6621	Loligo pealei			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_6622	Loligo vulgaris			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_6623	Enoploteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_6624	Watasenia			Enoploteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_6625	Watasenia scintillans			Watasenia	
http://purl.obolibrary.org/obo/NCBITaxon_6626	Ommastrephidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_6627	Illex			Ommastrephidae	
http://purl.obolibrary.org/obo/NCBITaxon_6628	Illex argentinus			Illex	
http://purl.obolibrary.org/obo/NCBITaxon_6629	Illex illecebrosus			Illex	
http://purl.obolibrary.org/obo/NCBITaxon_6630	Nototodarus			Ommastrephidae	
http://purl.obolibrary.org/obo/NCBITaxon_6631	Nototodarus gouldi			Nototodarus	
http://purl.obolibrary.org/obo/NCBITaxon_6632	Ommastrephes			Ommastrephidae	
http://purl.obolibrary.org/obo/NCBITaxon_6633	Ommastrephes sloani			Ommastrephes	
http://purl.obolibrary.org/obo/NCBITaxon_6634	Ommastrephes sloani pacificus			Ommastrephes sloani	
http://purl.obolibrary.org/obo/NCBITaxon_6636	Todarodes			Ommastrephidae	
http://purl.obolibrary.org/obo/NCBITaxon_6637	Todarodes pacificus			Todarodes	
http://purl.obolibrary.org/obo/NCBITaxon_6638	Octopoda			Octopodiformes	
http://purl.obolibrary.org/obo/NCBITaxon_6639	Eledone			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_6641	Eledone moschata			Eledone	
http://purl.obolibrary.org/obo/NCBITaxon_6642	Eledone aldrovandi			Eledone	
http://purl.obolibrary.org/obo/NCBITaxon_6643	Octopus			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_664327	Architeuthis sp. ML-2009			Architeuthis	
http://purl.obolibrary.org/obo/NCBITaxon_6645	Octopus vulgaris			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_6646	Incirrata			Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_6647	Octopodidae			Incirrata	
http://purl.obolibrary.org/obo/NCBITaxon_665457	environmental samples [NCBITaxon:665457]			Sepioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_665458	Sepioteuthis environmental sample			environmental samples [NCBITaxon:665457]	
http://purl.obolibrary.org/obo/NCBITaxon_66914	Idiosepius notoides			Idiosepius	
http://purl.obolibrary.org/obo/NCBITaxon_672933	Pareledone pryzdensis			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_692433	Bathyteuthis sp. RJ-2009			Bathyteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_692435	Cirrothauma sp. RJ-2009			Cirrothauma	
http://purl.obolibrary.org/obo/NCBITaxon_692437	Pyroteuthis sp. RJ-2009			Pyroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_692438	Helicocranchia sp. RJ-2009			Helicocranchia	
http://purl.obolibrary.org/obo/NCBITaxon_692439	Histioteuthis sp. RJ-2009			Histioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_692440	Leachia sp. RJ-2009			Leachia	
http://purl.obolibrary.org/obo/NCBITaxon_692441	Magnapinna sp. RJ-2009			Magnapinna	
http://purl.obolibrary.org/obo/NCBITaxon_698493	Pareledone cf. aequipapillae 44063.2			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698494	Pareledone cf. aequipapillae DS-2009-1			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698495	Pareledone cf. albimaculata DS-2009-1			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698496	Pareledone cf. pryzdensis DS-2009-1			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698497	Pareledone sp. 10 DS-2009			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698498	Pareledone sp. 11 DS-2009			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698499	Pareledone sp. 12 DS-2009			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698500	Pareledone sp. 2 DS-2009			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698501	Pareledone sp. 3 DS-2009			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698502	Pareledone sp. A DS-2009			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698503	Pareledone sp. A/B DS-2009			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698504	Pareledone sp. DS-2009-1			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698505	Pareledone sp. DS-2009-2			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698506	Pareledone sp. ANTXIX-5_253#3a			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698507	Pareledone sp. ANTXIX-5_252#2			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_698508	Pareledone sp. CEAMARC_CT923			Pareledone	
http://purl.obolibrary.org/obo/NCBITaxon_701506	Histioteuthis sp. CE-2009			Histioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_70192	Sepiola affinis			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_70193	Sepiola atlantica			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_70194	Sepiola aurantica			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_70195	Sepiola intermedia			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_70196	Sepiola ligulata			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_70197	Sepiola robusta			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_70198	Sepiola rondoleti			Sepiola	
http://purl.obolibrary.org/obo/NCBITaxon_70204	Euprymna morsei			Euprymna	
http://purl.obolibrary.org/obo/NCBITaxon_70205	Euprymna tasmanica			Euprymna	
http://purl.obolibrary.org/obo/NCBITaxon_70206	Loliolus noctiluca			Loliolus	
http://purl.obolibrary.org/obo/NCBITaxon_70207	Rossia pacifica			Rossia	
http://purl.obolibrary.org/obo/NCBITaxon_70249	Euprymna stenodactyla			Euprymna	
http://purl.obolibrary.org/obo/NCBITaxon_70250	Heteroteuthis dispar			Heteroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_70294	Sepietta pacifica			Sepietta	
http://purl.obolibrary.org/obo/NCBITaxon_70319	Sepietta oweniana			Sepietta	
http://purl.obolibrary.org/obo/NCBITaxon_70343	Rondeletiola			Sepiolidae	
http://purl.obolibrary.org/obo/NCBITaxon_70344	Rondeletiola minor			Rondeletiola	
http://purl.obolibrary.org/obo/NCBITaxon_703443	Abdopus brachiotomus			Abdopus	
http://purl.obolibrary.org/obo/NCBITaxon_703444	Amphioctopus arenicola			Amphioctopus	
http://purl.obolibrary.org/obo/NCBITaxon_703445	Octopus mercatoris			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_703446	Octopus vitiensis			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_703447	Thaumoctopus			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_703448	Wunderpus			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_703449	Thaumoctopus mimicus			Thaumoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_703450	Wunderpus photogenicus			Wunderpus	
http://purl.obolibrary.org/obo/NCBITaxon_703451	Abdopus sp. 'Hawaiian long-armed sand octopus'			Abdopus	
http://purl.obolibrary.org/obo/NCBITaxon_703452	Abdopus sp. 'ward'			Abdopus	
http://purl.obolibrary.org/obo/NCBITaxon_703453	Abdopus sp. 1 CLH-2009			Abdopus	
http://purl.obolibrary.org/obo/NCBITaxon_703454	Callistoctopus cf. aspilosomatis CLH-2009			Callistoctopus	
http://purl.obolibrary.org/obo/NCBITaxon_703455	Octopus cf. vitiensis CLH-2009			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_703457	Abdopus capricornicus			Abdopus	
http://purl.obolibrary.org/obo/NCBITaxon_703458	Abdopus horridus			Abdopus	
http://purl.obolibrary.org/obo/NCBITaxon_703459	Abdopus tonganus			Abdopus	
http://purl.obolibrary.org/obo/NCBITaxon_703460	Abdopus undulatus			Abdopus	
http://purl.obolibrary.org/obo/NCBITaxon_707285	unclassified Octopodidae			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_707286	Octopodidae sp. 'Blandopus white V'			unclassified Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_713154	Octopus defilippi			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_713155	Octopus sp. ME-2010a			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_720550	unclassified Octopoda			Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_720551	Octopoda sp. BOLD:BIN49358			unclassified Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_72284	Onychoteuthis sp.			Onychoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_72285	Onychoteuthis sp. B/C			Onychoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_72286	Enoploteuthis galaxias			Enoploteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_72287	Enoploteuthis higginsi			Enoploteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_72288	Onykia			Onychoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_72289	Onykia sp.			Onykia	
http://purl.obolibrary.org/obo/NCBITaxon_72290	Moroteuthis robsoni			Moroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_72291	Moroteuthis knipovitchi			Moroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_72292	Moroteuthis robusta			Moroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_725201	unclassified Decapodiformes			Decapodiformes	
http://purl.obolibrary.org/obo/NCBITaxon_725202	Decapodiformes sp. BOLD:BIN15110			unclassified Decapodiformes	
http://purl.obolibrary.org/obo/NCBITaxon_725203	Decapodiformes sp. BOLD:BIN33573			unclassified Decapodiformes	
http://purl.obolibrary.org/obo/NCBITaxon_725596	Octopoda sp. BOLD:BIN23151			unclassified Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_725597	Octopoda sp. BOLD:BIN48557			unclassified Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_725814	unclassified Teuthida			Teuthida	
http://purl.obolibrary.org/obo/NCBITaxon_725816	Teuthida sp. BOLD:BIN9416			unclassified Teuthida	
http://purl.obolibrary.org/obo/NCBITaxon_735269	Octopoda sp. BOLD:BIN1561			unclassified Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_735270	Octopoda sp. BOLD:BIN33411			unclassified Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_735271	Octopoda sp. BOLD:BIN4076			unclassified Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_735272	Octopoda sp. BOLD:BIN50737			unclassified Octopoda	
http://purl.obolibrary.org/obo/NCBITaxon_735313	Decapodiformes sp. BOLD:BIN32594			unclassified Decapodiformes	
http://purl.obolibrary.org/obo/NCBITaxon_735314	Decapodiformes sp. BOLD:BIN45276			unclassified Decapodiformes	
http://purl.obolibrary.org/obo/NCBITaxon_735323	Teuthida sp. BOLD:BIN32594			unclassified Teuthida	
http://purl.obolibrary.org/obo/NCBITaxon_763072	Nautilus stenomphalus x Nautilus pompilius			Nautilus	
http://purl.obolibrary.org/obo/NCBITaxon_763073	Allonautilus			Nautilidae	
http://purl.obolibrary.org/obo/NCBITaxon_78418	Loligo gahi			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_78419	Loligo plei			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_78421	Loliolus japonica			Loliolus	
http://purl.obolibrary.org/obo/NCBITaxon_78422	Mastigoteuthis latipinna			Mastigoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_78423	Sepioteuthis sepioidea			Sepioteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_78424	Uroteuthis chinensis			Uroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_78425	Uroteuthis duvauceli			Uroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_78426	Uroteuthis etheridgei			Uroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_78427	Uroteuthis noctiluca			Uroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_78430	Grimalditeuthis			Chiroteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_78431	Grimalditeuthis bonplandi			Grimalditeuthis	
http://purl.obolibrary.org/obo/NCBITaxon_78432	Helicocranchia			Cranchiidae	
http://purl.obolibrary.org/obo/NCBITaxon_78433	Helicocranchia pfefferi			Helicocranchia	
http://purl.obolibrary.org/obo/NCBITaxon_78434	Lolliguncula			Loliginidae	
http://purl.obolibrary.org/obo/NCBITaxon_78435	Lolliguncula brevis			Lolliguncula	
http://purl.obolibrary.org/obo/NCBITaxon_78436	Taonius			Cranchiidae	
http://purl.obolibrary.org/obo/NCBITaxon_78437	Taonius borealis			Taonius	
http://purl.obolibrary.org/obo/NCBITaxon_78438	Planctoteuthis			Chiroteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_78439	Planctoteuthis danae			Planctoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_78440	Afrololigo mercatoris			Afrololigo	
http://purl.obolibrary.org/obo/NCBITaxon_78441	Rossia sp.			Rossia	
http://purl.obolibrary.org/obo/NCBITaxon_78442	Grimpoteuthis			Grimpoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_78443	Grimpoteuthis sp.			Grimpoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_82601	Loligo chinensis			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_82602	Loligo duvauceli			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_82603	Loligo edulis			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_82604	Loligo patagonica			Loligo	
http://purl.obolibrary.org/obo/NCBITaxon_83531	Octopus mimus			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_83532	Scaeurgus			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_83533	Scaeurgus unicirrhus			Scaeurgus	
http://purl.obolibrary.org/obo/NCBITaxon_84402	Sepietta obscura			Sepietta	
http://purl.obolibrary.org/obo/NCBITaxon_85594	Bathypolypus			Octopodidae	
http://purl.obolibrary.org/obo/NCBITaxon_85595	Bathypolypus arcticus			Bathypolypus	
http://purl.obolibrary.org/obo/NCBITaxon_89766	Octopus minor			Octopus	
http://purl.obolibrary.org/obo/NCBITaxon_93039	Neoteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_93040	Alluroteuthis			Neoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_93041	Alluroteuthis antarcticus			Alluroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_93042	Psychroteuthis			Onychoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_93043	Psychroteuthis glacialis			Psychroteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_93044	Lycoteuthidae			Oegopsina	
http://purl.obolibrary.org/obo/NCBITaxon_93045	Lycoteuthis			Lycoteuthidae	
http://purl.obolibrary.org/obo/NCBITaxon_93046	Lycoteuthis lorigera			Lycoteuthis	
http://purl.obolibrary.org/obo/NCBITaxon_93047	Gonatus fabricii			Gonatus	
http://purl.obolibrary.org/obo/NCBITaxon_93048	Gonatopsis			Gonatidae	
http://purl.obolibrary.org/obo/NCBITaxon_93049	Gonatopsis borealis			Gonatopsis	
http://purl.obolibrary.org/obo/NCBITaxon_94907	Gonatus californiensis			Gonatus	
http://purl.obolibrary.org/obo/UBERON_0000000	processual entity	An occurrent [span:Occurrent] that exists in time by occurring or happening, has temporal parts and always involves and depends on some entity.			
http://purl.obolibrary.org/obo/UBERON_0000003	naris	Orifice of the olfactory system. The naris is the route by which odorants enter the olfactory system[MAH].		||orifice	olfactory system|head
